"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Mali","MLI","Internally displaced persons, new displacement associated with disasters (number of cases)","VC.IDP.NWDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2500","","5800","18000","9000","24000","","400","8000","6800","19000","6600","7400","6000","24000","1300","","",
"Mali","MLI","Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval","VA.PER.RNK.UPPER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","","57.7114410400391","","58.2089538574219","","65.1741256713867","66.1691513061523","64.9038467407227","63.9423065185547","61.0576934814453","58.1730766296387","58.1730766296387","55.9241714477539","57.3459701538086","58.2159614562988","37.0892028808594","43.6619720458984","49.7536964416504","47.7832527160645","48.2758636474609","45.8128089904785","40.2912635803223","37.6811599731445","32.8502426147461","31.4009666442871","28.9855079650879","25","","",
"Mali","MLI","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0121427616104484","","-0.0676826238632202","","-0.0457374341785908","","0.280810177326202","0.336165219545364","0.248863771557808","0.247933819890022","0.297409027814865","0.22539059817791","0.202510952949524","0.0696147605776787","0.158107548952103","0.167899787425995","-0.495530128479004","-0.284561961889267","-0.161193147301674","-0.197768017649651","-0.182400822639465","-0.212172240018845","-0.327881008386612","-0.44176921248436","-0.760558068752289","-0.801511585712433","-0.920922577381134","-1.01174712181091","","",
"Mali","MLI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3373034","","3204182","7320665","3974159","","","","10105788","3017420","10404137","11053681","4210604","27328165","20530609","13859632","","",
"Mali","MLI","Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)","TX.VAL.MRCH.WR.ZS","","73.7373737373737","69.8412698412698","71.8367346938775","67.5213675213675","91.2751677852349","92.2480620155039","84.472049689441","52.3897058823529","72.7032544733998","66.5594066991511","61.4665996986439","55.3207395267259","57.8542736293262","36.1619496092043","51.61502572078","24.1224464756763","19.3743793445879","24.3731376174918","24.2120141342756","22.722464856012","31.6849765125627","56.4727865909444","12.3749698457668","8.89589458221562","6.9571553592094","10.7967767485874","81.491040682512","8.63312909906287","5.95994577869128","7.943751091217","3.45205508146641","12.3313193528556","7.44998831970013","5.3924439325543","5.47331229380505","7.32069931158606","3.95369456816787","8.34232238546604","5.85592966035978","78.8839564389747","44.0324583000422","9.57766189181054","11.3015879634026","45.7863330921029","45.6368151957958","78.3919819359061","76.5380584038423","75.0218671079488","75.1368549861598","67.1764704298947","71.6038056443911","50.4609281967851","52.0503888027387","48.866668248509","47.6745686966714","61.5486136112998","59.4845159374614","48.0615129941557","47.8030148060698","55.4267511880451","54.4353380746463","50.7496645736314","57.1013668429916","","",
"Mali","MLI","Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)","TX.VAL.MRCH.R5.ZS","","","","","","","","","","","","","","","","","","","","","","","","0.0861116363381889","0.057757082467579","","","","0.0401426266465604","0.119096848285387","0.0923842067420839","","0.0413263084490574","0.567938181357846","0.55664704103103","0.940444030671714","1.85628414125168","0.538967128902269","0.0313510886143808","2.65017023216762","6.84955153903726E-05","1.15147936098967","1.64558740928308","3.2447478087054","6.56628647534914","2.93377240798107","1.06589370106302","3.15763438058635","2.02344820512326","2.74717019094233","1.88058311625297","0.916533907413818","5.22914196010858","9.53482406873323","9.8716742574026","8.7202920970309","5.48093557597379","8.81734464548125","8.42802512748884","8.62070227964873","3.17939335485138","4.25651278900304","6.36854510559959","5.74106867510067","","",
"Mali","MLI","Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)","TX.VAL.MRCH.R1.ZS","","","","","17.0940170940171","","","","5.51470588235294","","0.0858079740124422","0.0200904068307383","3.93915868771385","8.59514245431087","17.827726265029","19.2457231726283","10.4926078154714","11.4357828533598","8.98446856825302","0.0706713780918728","13.3632455302307","11.8698635940015","5.96399164523312","9.77912850415235","4.88872448029151","0.321349681527799","4.68281319543715","0.388158471086911","7.46146182346312","7.70643072840023","13.7251005617117","41.8717016913494","39.2691813787616","28.8626124471055","27.6566793349996","38.7086260970464","33.6078550821505","31.4354443563919","22.4289871907675","24.9389968211452","0.000509911059017218","6.50013241644298","5.00995841419358","6.68543541485667","13.4374720328014","12.0480783964093","11.7273140636574","7.87808207489822","9.25129993674235","8.83552423954668","4.76347576735467","7.10984451668024","9.50223426713304","6.438076884596","6.23319331001119","6.61030351406944","5.68253116622906","2.95154471584697","4.06894419813142","3.1654437637436","1.72142208353477","2.00846775535567","1.04772179029829","0.881342295226","","",
"Mali","MLI","Merchandise exports to economies in the Arab World (% of total merchandise exports)","TX.VAL.MRCH.AL.ZS","","1.01010101010101","1.58730158730159","1.99895342752486","3.41880341880342","2.68456375838926","3.87596899224806","3.72670807453416","1.83823529411765","1.88543292902606","1.76212803775551","2.11953792064289","1.02935679576756","0.811364422335133","1.49198181141479","1.857279578897","0.748420342310288","","0.442660176872443","0.000942285041224971","1.63521905281834","0.200513993617442","6.46027170254268","5.70375583785349","23.54894646017","12.1029475946341","7.86751958629432","0.376702405099971","22.2929944641474","29.3219644778886","11.2303027911797","10.896548577367","2.32848695625792","5.75707805107931","5.48117168729156","3.64407672609573","2.73330692286846","5.14878451410324","3.10952071294402","0.886971339946713","0.379537456084465","0.672161715264249","0.361508221880667","0.647389843243925","2.50328219298538","1.23398146892654","1.76725307401131","0.799056356121492","1.55567393908368","1.07031405313919","1.79029295057166","2.96483315140503","8.8168573580423","13.5966460336645","15.7400796893018","11.3869632720984","8.49354317174344","2.73088202679164","1.59687267914215","0.938306654807878","1.11621077149043","2.2485809539043","3.6891595133968","3.74603844115274","","",
"Mali","MLI","ICT goods exports (% of total goods exports)","TX.VAL.ICTG.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.03","0.06","0.08","0.12","0.18","0.15","0.17","0.15","","0.1","0.09","0.05","","","","0.07","0.05","0.02","0.09","","","","","","",
"Mali","MLI","Export unit value index (2015 = 100)","TX.UVI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","59","47.5","44.4","44","42","40.8","44.4","54.3","55.5","52.3","61.4","57.8","53.9","50.3","45.1","54.3","53.1","45.1","45.1","40.4","39.6","36.8","39.1","50.3","51.9","51.4","61.1","68.8","82.4","83.4","106.9","138.7","135.1","120.7","111.3","100","105.5","107.7","110.6","115.6","140.3","149","152.9","159.9","189.4","",
"Mali","MLI","Travel services (% of commercial service imports)","TM.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","24.1270611057228","23.9014833473272","23.0414746543778","18.6813186813187","12.8333333333333","10.3739445114596","10.3729603729604","12.7144298688194","11.518771331058","10.7035821321536","15.1062297443284","17.2047363627163","18.7018701870187","17.202180721494","18.096548274137","15.7647304638529","17.2243302288146","18.1984762272158","17.6534140017286","14.2917984911171","11.9319562575942","11.1653567440944","11.55673648015","11.5506531026844","11.2176956741981","12.4366109812121","8.59503371761333","9.40471800373237","9.89001949248019","12.5374413166491","13.1537139707551","17.8360581289736","17.6837632123934","14.3685679399966","12.4316621324005","11.0042092603728","10.6863582006126","9.6345903812034","9.69770778825078","12.2606200285551","13.0740981832496","12.5048115891946","12.0696191310389","12.8168157850702","12.7456475588405","9.3548557302821","9.47722389203694","7.60487936687555","7.72057119185531","","",
